name,HM_B_AB_nCi_2_SS1_X_LGP[1_2_6]_h-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_h_MAS,GM_F_AB_Ci(2.0_-2.0)_2_SS2_H_T_LGP[1-3]_e_MAS,HM_B_AB_nCi_2_SS6_G_LGP[1-3]_e-s_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS6_H_C_LGP[1]_p_MAS,MN_B_AB_nCi_2_NS1_T_LGP[1]_c-m_MAS,N3_B_AB_nCi_2_SS2_H_n_T_LGP[1]_c-m_MAS,I50_Q_AB_nCi_2_SS1_C_LGP[1]_m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS3_H_A_LGP[2-4]_h_MAS,MX_B_AB_nCi_2_SS4_H_n_X_LGP[2-4]_p-h_MAS,P3_Q_AB_Ci(2.0_-2.0)_2_MP7_T_LGP[2-4]_p_MAS,P2_B_AB_nCi_2_SS3_H_T_LGP[2-4]_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_SS4_H_T_LGP[4-6]_e-s_MAS,MX_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_h-s_MAS,N2_B_AB_nCi_2_NS4_T_LGP[4-6]_c-m_MAS,Q2_B_AB_nCi_2_SS8_P_LGP[4-6]_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[2-4]_h_MAS,RA_B_AB_nCi_2_MP5_P_LGP[4-6]_e-s_MAS,I50_F_AB_nCi_2_NS1_n_P_LGP[1_2_6]_m_MAS,RA_Q_AB_nCi_2_NS5_A_LGP[4-6]_h_MAS,N3_B_AB_nCi_2_NS1_T_KA_c-m_MAS,HM_B_AB_nCi_2_SS1_X_KA_h-s_MAS,RA_B_AB_nCi_2_SS4_X_SRW_c-p_MAS,P2_Q_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_p_MAS,K_B_AB_nCi_2_NS3_T_NSRW_h-s_MAS,K_B_AB_nCi_2_SS8_T_NSRW_e-h_MAS,N3_Q_AB_nCi_2_NS8_n_T_KA_c_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,K_Q_AB_Ci(2.0_-2.0)_2_NS3_H_n_T_KA_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-p_MAS,HM_B_BB_nCi_2_NS0_H_A_SRW_m-e_MAS,RA_B_AB_nCi_2_SS4_A_SRW_c-p_MAS,HM_B_AB_nCi_2_SS4_M_SRW_p-h_MAS,MX_F_BB_nCi_2_NS1_H_X_NSRW_m_MAS,RA_B_AB_nCi_2_NS8_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_e_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_e_MAS,P3_F_BB_nCi_2_NS4_H_A_KA_h_MAS,SD_Q_AB_nCi_2_MP6_P_NSRW_m_MAS,I50_B_AB_nCi_2_SS1_P_KA_h-s_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_m_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,RA_F_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_e_MAS,MX_F_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,MX_F_AB_nCi_2_SS1_n_X_NSRW_e_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_m-e_MAS,RA_Q_AB_nCi_2_NS6_H_n_D_SRW_m_MAS,HM_F_BB_nCi_2_NS4_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_A_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_A_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_A_KA_c-m_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS7_H_n_D_SRW_e_MAS,MN_B_AB_nCi_2_NS1_T_NSRW_c-m_MAS,MX_B_AB_nCi_2_NS3_D_LGP[1]_m-e_MAS,RA_Q_AB_nCi_2_NS8_H_n_D_SRW_m_MAS,MX_Q_AB_nCi_2_NS3_D_LGP[1]_e_MAS,HM_Q_BB_nCi_2_SS2_H_A_SRW_e_MAS,HM_Q_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e_MAS,RA_B_AB_nCi_2_NS7_H_n_D_SRW_m-e_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1-3]_p-h_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[1_2_6]_p-h_MAS,RA_Q_AB_nCi_2_NS5_H_n_D_SRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_NSRW_e_MAS,MX_Q_AB_nCi_2_SS1_n_X_LGP[1-3]_e_MAS,HM_B_BB_nCi_2_SS2_H_A_SRW_e-p_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS2_H_A_SRW_e-p_MAS,GM_F_BB_nCi_2_NS5_H_A_SRW_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_h_MAS,HM_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_m_MAS,HM_F_BB_nCi_2_NS5_H_A_SRW_e_MAS,MN_B_AB_nCi_2_NS1_X_KA_c-m_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1-3]_h_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p-h_MAS,MN_B_AB_nCi_2_NS1_n_X_LGP[1-3]_c-m_MAS,MN_B_AB_nCi_2_NS1_n_X_NSRW_c-m_MAS,MN_B_AB_nCi_2_NS1_X_LGP[1]_c-m_MAS,MN_B_AB_nCi_2_NS1_X_NSRW_c-m_MAS,Q2_B_AB_nCi_2_NS7_P_SRW_e-h_MAS,RA_B_BB_nCi_2_SS3_H_D_SRW_p-h_MAS,I50_B_AB_nCi_2_MP3_P_KA_m-e_MAS,I50_F_AB_nCi_2_MP1_P_KA_p_MAS,Q3_F_BB_nCi_2_SS8_H_P_SRW_s_MAS,RA_B_AB_nCi_2_SS3_n_C_SRW_p-s_MAS,I50_B_BB_nCi_2_NS7_H_P_SRW_e-p_MAS,Q3_Q_BB_nCi_2_SS6_H_P_SRW_e_MAS,V_F_AB_nCi_2_SS4_A_NSRW_e_MAS,MX_F_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_NS2_D_KA_e_MAS,RA_B_AB_nCi_2_SS3_A_SRW_m-e_MAS,MX_B_AB_nCi_2_NS2_D_KA_m-e_MAS,MX_Q_AB_nCi_2_NS2_D_KA_e_MAS,HM_B_BB_Ci(2.0_-2.0)_2_SS5_A_KA_e-s_MAS,MX_Q_AB_nCi_2_NS2_H_n_X_LGP[2-4]_e_MAS,RA_F_AB_nCi_2_SS3_A_SRW_m_MAS,V_Q_AB_nCi_2_SS4_A_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_s_MAS,MX_B_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e-s_MAS,P2_F_AB_Ci(2.0_-2.0)_2_NS2_A_KA_e_MAS,MN_F_AB_nCi_2_SS6_P_KA_e_MAS,SD_B_AB_nCi_2_MP5_T_LGP[2-4]_e-p_MAS,MX_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS1_A_LGP[1]_e_MAS,SD_B_AB_nCi_2_MP7_T_LGP[2-4]_e-p_MAS,RA_B_AB_nCi_2_NS7_A_LGP[4-6]_e-h_MAS,MX_Q_AB_nCi_2_SS1_A_LGP[1]_e_MAS,RA_B_AB_nCi_2_NS2_n_C_SRW_p-s_MAS,RA_B_AB_nCi_2_NS5_A_LGP[4-6]_e-h_MAS,RA_F_AB_nCi_2_SS1_A_NSRW_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_e_MAS,MX_F_AB_nCi_2_SS2_H_n_X_LGP[2-4]_p_MAS,P3_B_AB_Ci(2.0_-2.0)_2_NS3_C_NSRW_m-s_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS5_H_A_LGP[1_2_6]_h_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_c-m_MAS,RA_B_AB_nCi_2_NS6_H_n_D_SRW_e-c_MAS,HM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_KA_h_MAS,P3_F_BB_Ci(2.0_-2.0)_2_NS4_H_A_LGP[1_2_6]_h_MAS,GM_F_BB_Ci(2.0_-2.0)_2_SS5_H_A_SRW_p_MAS,GM_F_BB_nCi_2_SS5_H_A_SRW_p_MAS,HM_F_BB_nCi_2_SS7_H_A_SRW_p_MAS,HM_F_BB_Ci(2.0_-2.0)_2_SS7_H_A_SRW_p_MAS,P3_B_BB_Ci(2.0_-2.0)_2_NS2_H_A_LGP[2-4]_p-h_MAS,classreal,Class
0846 Trifluomeprazine,0.449107036,2.405285297,1.58813345,0,803.2718444,-0.502374463,0.085347515,0.3125,4.608575551,2.15742143,1.294775051,0.031759942,0.140436709,0.1488229,0.343360295,2.094943055,0.041912277,17.67907318,0.00464063,2,20.08263982,0.835277455,0.449107036,0.330691716,717.3831373,-0.646135265,-0.480467951,248.5565581,0.203496746,-0.329139489,3207.110161,2.08042579,0.330691716,1.135929426,1.638693283,22330.01766,57665.1328,18.97412466,37.84217169,0.01917674,0.508029817,2698.967403,1658.08,642.068333,5703.7952,1.635416667,1.635416667,2208.715065,855.2940751,21.5898202,-0.386415952,-0.386415952,-0.386415952,134.5414762,17998.9056,-0.502374463,6.88,8646.98761,17.544,1.998993394,1.998993394,6969.824926,11.56895566,11.56895566,1834.208,4.8754,4.8754,3.978370768,3.978370768,12.88839465,12.88839465,4.301156927,4.301156927,18.97412466,-0.386415952,30.27355783,1.596209956,-0.386415952,-0.386415952,-0.386415952,-0.386415952,1491.875507,0.238891698,0.125167888,0.337350441,0.058458321,0.709739947,3903.727512,0.488156127,0.08434501,6.025,7.265,0.381866367,9.677648214,24.9916,0.089158833,20.726,0.111007665,0.590750415,0.268326476,0.68212636,7.291753904,0.53476587,0.098243331,2.265,2.265,0.121451368,1035.591964,6.941333333,29.09933782,50.19417074,2.265,0.804338942,1.749135632,5.775494503,94.76439247,229.70258,593.1849219,0.203496746,37.84217169,26.84575573,0.242763238,0.242763238,0.218423119,0.218423119,7.755756421,inactive,-1
0848 Meprotixol,0.439378729,3.746158799,1.583293313,0,958.6328175,-0.513183788,0.051558082,0.388727311,6.776197803,2.516706727,2.240285983,0.023930045,0.136121174,0.148709647,0.385335006,1.39318285,0.065162502,31.31013164,0.00580309,2,15.0797167,0.446763158,0.439378729,0.321944198,581.7047833,-0.146605332,0.053972737,293.5787485,0.195350131,0.327541816,3237.575645,1.95198811,0.321944198,1.451850018,1.638693283,22247.53453,57452.128,22.26198745,63.67377032,0.040789806,0.969686716,2695.418465,1658.08,642.068333,5703.7952,1.635416667,1.635416667,2208.715065,855.2940751,23.75446754,-0.394730259,-0.394730259,-0.394730259,240.8736155,17975.2384,-0.513183788,6.88,8615.047168,17.544,1.778263521,1.778263521,6960.660134,15.97437864,15.97437864,1834.208,4.8754,4.8754,3.456157971,3.456157971,14.53493495,14.53493495,5.448983392,5.448983392,22.26198745,-0.394730259,54.53175251,1.620924817,-0.394730259,-0.394730259,-0.394730259,-0.394730259,0,0.223685785,0.233298156,0.649555147,0.051076111,0.626653296,3334.536715,0.187374671,0.09441249,6.025,7.265,0.381866367,9.677648214,24.9916,0.229619363,20.726,0.111007665,0.638586318,0.251858269,0.64791482,7.513634773,0.101060566,0.327043811,2.265,2.265,0.382208834,765.3173491,6.941333333,25.69278514,34.61093866,2.265,0.873446085,1.637714221,5.437373437,214.4608258,231.2269514,597.121465,0.195350131,63.67377032,56.93316308,0.230092669,0.230092669,0.198312975,0.198312975,9.132288225,inactive,-1
0849 Tetrabenazine mecilate,0.444973486,3.556653845,1.55793188,0,1354.364114,-0.51388743,0.084281722,0.625,7.825547018,2.627106118,2.171746096,0.034432413,0.150587365,0.117416745,0.390724505,1.677174228,0.067056621,35.88239083,0.005369733,2,19.04080039,0.793389629,0.444973486,0.319340723,735.3654918,-0.362877372,0.226764776,325.442423,0.191273518,-0.579594776,3248.617465,2.08042579,0.319340723,1.842175567,1.638693283,22330.01766,57665.1328,19.60203605,64.26392797,0.037624037,0.971964379,2698.967403,1658.08,642.068333,5703.7952,1.50875,1.50875,2208.715065,855.2940751,22.14042803,-0.395271486,-0.395271486,-0.395271486,232.7206224,17998.9056,-0.51388743,6.88,8646.98761,17.544,1.788596598,1.788596598,6969.824926,15.6325627,15.6325627,1834.208,4.5524,4.5524,3.600040294,3.600040294,13.96007413,13.96007413,4.383409317,4.383409317,19.60203605,-0.395271486,54.23255769,1.537381557,-0.395271486,-0.395271486,-0.395271486,-0.395271486,0,0.239154383,0.235386819,0.612104601,0.053729649,0.720292344,2826.800066,0.203458726,0.099829812,6.375,7.265,0.381866367,9.677648214,24.9916,0.345097735,20.726,0.111007665,0.764192648,0.258671188,0.679801819,7.599634101,0.096095763,0.304527323,2.138333333,2.138333333,0.357278077,888.9513793,6.618333333,43.21754062,39.41650693,2.138333333,0.848638393,1.601506526,8.313706013,197.6711037,229.7025793,593.1849198,0.191273518,64.26392797,52.77419301,0.227185004,0.227185004,0.214261668,0.214261668,9.691063663,inactive,-1
0850 Cianothepin,0.496077773,2.468124468,1.439178563,0,420.9811281,-0.567995402,0.108990884,0.145833333,6.643186673,2.035487563,2.193613115,0.055609725,0.194116796,0.312257459,0.26904668,2.115398902,0.032532605,25.19293283,0.006865981,2.166045989,30.19942283,1.16273274,0.496077773,0.404426926,611.8320819,-1.027798438,-0.490370482,205.389616,0.177321441,4.27358269,3175.95088,2.436759288,0.404426926,0,1.249965972,22426.24799,57913.6384,15.28024529,39.16299356,0.038625461,0.750198413,2702.516341,1658.08,642.068333,5703.7952,0.892083333,0.892083333,2208.715065,855.2940751,17.81352058,-0.283997701,-0.283997701,-0.283997701,89.72746946,18022.5728,-0.567995402,6.88,8684.25146,17.544,2.55025947,2.55025947,6978.989719,9.556884956,9.556884956,1834.208,2.5585,2.5585,4.17291787,4.17291787,12.24492786,12.24492786,3.190115127,3.190115127,15.28024529,-0.283997701,29.67309621,1.607603838,-0.283997701,-0.283997701,-0.283997701,-0.283997701,1686.243684,0.249338357,0.248187348,0.6313125,0.057675367,0.794207858,2776.77887,0.536545959,0.096328905,4.75,7.265,0.381866367,9.677648214,24.9916,0.338602915,16.34,0.111007665,0.731593758,0.141757116,0.3789509,7.017121739,0.622023264,0.153116976,1.210833333,1.210833333,0.184915405,892.2679082,3.655,18.0902901,48.77719822,1.210833333,0.6859375,0.97247168,4.810703684,74.51070381,229.7997707,593.4359075,0.177321441,39.16299356,22.13553216,0.205013292,0.205013292,0.188273884,0.188273884,8.104037717,inactive,-1
0852 Docloxytepin succinate,0.432175919,3.287752807,1.563906725,0,3163.184632,-0.58587726,-0.098444465,0.458022994,5.883620283,2.422634876,2.218880839,0.009168708,0.12908019,0.229320068,0.405497471,4.966403322,0,28.58285359,0,0,21.26233284,0.704350233,0.432175919,0.448735447,1192.34595,-0.603836546,0.515016838,699.1641586,0.171985736,5.163692961,0,2.738806273,0.448735447,1.269475541,2.248137966,0,0,41.42875831,51.84432089,0,0,0,0,0,0,1.72,1.72,0,0,36.60027049,-0.35655817,-0.35655817,-0.35655817,227.3658133,0,-0.58587726,0,0,0,1.84424408,1.84424408,0,14.65400531,14.65400531,0,5.9168,5.9168,3.562247266,3.562247266,17.37093924,17.37093924,16.05354498,16.05354498,41.42875831,-0.35655817,47.73337663,1.219463913,-0.35655817,-0.35655817,-0.35655817,-0.35655817,0,0,0,0,0,1.194853635,0,0,0.188546438,7.09,0,0,0,0,0.125361479,24.3896,0,1.822292543,0.29081486,0.841878337,8.437818681,0,0.268831898,3.44,3.44,0.321573624,753.902544,11.8336,79.56643751,45.6396303,3.44,0.876450893,1.524792157,26.21478918,192.5927964,0,0,0.171985736,51.84432089,50.13669996,0.214849825,0.214849825,0.159482798,0.159482798,9.324977779,inactive,-1
0853 Flucindale,0.491395976,1.519514214,1.582841729,0,7591.524005,-0.595517469,-0.020280652,0.208333333,5.240202946,3.017077013,1.356342093,0.012151665,0.111382081,0.229321571,0.163273853,3.527695543,0,22.83322338,0,0,15.28524658,0.768663372,0.491395976,0.504226502,509.8214476,-0.505947868,0.407799068,674.6430777,0.204841532,11.249721,0,2.159578418,0.504226502,1.107843746,0.5,0,0,72.39806452,26.749305,0,0,0,0,0,0,0.74875,0.74875,0,0,27.06,-0.297758734,-0.297758734,-0.297758734,83.39046636,0,-0.595517469,0,0,0,1.170064474,1.170064474,0,6.901495986,6.901495986,0,2.193,2.193,2.26497338,2.26497338,22.69398965,22.69398965,28.13147681,28.13147681,72.39806452,-0.297758734,25.34362342,1.102636794,-0.297758734,-0.297758734,-0.297758734,-0.297758734,0,0,0,0,0,1.289955946,0,0,0.071298539,5.1,0,0,0,0,0.03786245,17.544,0,0.610798539,0.180130072,0.551298687,11.24524789,0,0.095476052,1.0675,1.0675,0.118843911,469.4729971,3.2895,63.89607837,31.3565649,1.0675,0.463682692,1.027102075,22.94045753,67.63460062,0,0,0.204841532,26.749305,18.12111677,0.207531562,0.207531562,0.152066643,0.152066643,6.753082502,inactive,-1
0854 Butropipazone,0.462277393,2.039776484,1.567840387,0,4067.659883,-0.585877243,0.09078629,0.360697326,5.601521208,2.584738956,1.511932783,0.017577646,0.144942818,0.229321599,0.208509692,4.096998246,0,29.7420195,0,0,14.45679888,0.822485591,0.462277393,0.442769726,1378.640446,0.223493691,1.082155401,504.6301232,0.182682168,17.03043471,3299.343975,2.416085724,0.442769726,1.108333829,1.416925963,15406.0167,39784.5632,46.27984791,49.96551751,0,0,1998.052134,1345.04,520.8479631,4626.9376,0.74875,0.74875,1791.716993,693.8173929,26.16919693,-0.292938621,-0.292938621,-0.292938621,209.3606289,13324.6336,-0.585877243,5.16,5965.764897,13.158,1.805246246,1.805246246,5159.778348,11.07772017,11.07772017,1562.0352,2.193,2.193,3.6395494,3.6395494,25.3276584,25.3276584,9.927179057,9.927179057,46.27984791,-0.292938621,44.10816526,1.09372923,-0.292938621,-0.292938621,-0.292938621,-0.292938621,0,0.23270953,0,0,0,1.100748339,0,0,0.071626224,5.1,5.99,0,7.979230943,20.6056,0.106824001,17.544,0,0.668878637,0.238198667,0.656840774,7.172173078,0,0.124864713,1.0675,1.0675,0.172211685,449.3771201,3.2895,66.36410795,29.99082436,1.0675,0.507538462,1.216764603,22.7529184,166.1842794,204.4129809,527.8769532,0.182682168,49.96551751,38.51645696,0.209387992,0.209387992,0.141582593,0.141582593,7.054814373,inactive,-1
0856 Rolipram,0.345561666,3.451435183,1.580755232,0,2988.180647,-0.815508989,0.08970027,0.493420078,8.742888817,3.144455855,1.295633481,0.026497475,0.188366793,0.591722283,0.946166599,8.480011918,0.004971885,48.68045517,0.003622538,0,17.39686401,1.5496573,0.345561666,0.646324613,4546.756535,-0.572299427,-0.238901136,539.6883703,0.314426163,11.45956583,3973.930296,1.718618037,0.646324613,1.247650833,2.277420594,15900.91551,41062.592,88.49432271,75.13067811,0.012977604,0,2026.443639,1355.36,524.844239,4662.4384,1.491458333,1.491458333,1805.464182,699.1408,43.0322187,-0.407754495,-0.407754495,-0.407754495,346.5223602,13513.9712,-0.815508989,17.84258358,6157.407553,46.512,1.145478889,1.145478889,5233.09669,21.00281721,21.00281721,1562.0352,4.0375,4.0375,3.296106076,3.296106076,29.42836058,29.42836058,23.05741053,23.05741053,88.49432271,-0.407754495,64.37056968,2.775673588,-0.407754495,-0.407754495,-0.407754495,-0.407754495,0,0.887377059,0.004317156,0,0,2.080047726,0,0,0.205015518,11.98,14.62,0.177259654,17.04957986,44.4448,0.447589352,41.2112,0.058309097,1.868051963,1.019783342,2.474168273,9.356367866,0,0.134686822,1.784166667,1.784166667,0.172952838,1113.727417,5.117,86.33433712,59.36799053,1.784166667,1.543282967,5.85966721,25.64949232,217.3074078,202.6153566,523.2347605,0.314426163,75.13067811,53.5540319,0.362069688,0.362069688,0.245099977,0.245099977,13.81014388,inactive,-1
0857 Melperone,0.446198697,2.777250719,1.581610276,0,6555.600942,-0.223584849,0.072024794,0.375,6.691655027,1.64601541,1.453119696,0.009006065,0.117558709,0.103846782,0.216978755,1.443082163,0,31.06967933,0,0,5.45949056,0.497917801,0.446198697,0.180789988,1058.212226,0.725558852,0.164910476,34.71137917,0.179257055,4.431639487,2728.717026,2.490024874,0.180789988,1.397641763,1.416925963,15360.19274,39666.2272,43.06207313,56.80927025,0,0,1994.503196,1345.04,520.8479631,4626.9376,0.499166667,0.499166667,1791.716993,693.8173929,26.22904784,-0.111792424,-0.111792424,-0.111792424,252.6085729,13300.9664,-0.223584849,5.16,5948.020207,13.158,2.040781689,2.040781689,5150.613555,13.13266442,13.13266442,1562.0352,1.462,1.462,3.697048883,3.697048883,29.47473871,29.47473871,8.608068472,8.608068472,43.06207313,-0.111792424,52.50761253,0.927283588,-0.111792424,-0.111792424,-0.111792424,-0.111792424,0,0.240387421,0,0,0,0.554901046,0,0,0.019344567,3.65,5.99,0,7.979230943,20.6056,0.032176394,12.556,0,0.193779007,0.204732112,0.564946772,3.73259963,0,0.177832512,0.924166667,0.924166667,0.21899113,128.7249897,2.924,65.0796777,10.94220635,0.924166667,0.527384615,1.015588838,20.42570366,228.8022852,204.2499378,527.4559101,0.179257055,56.80927025,54.09201019,0.212864085,0.212864085,0.164692535,0.164692535,8.127224115,inactive,-1
0858 Azabuperone,0.342261629,3.146746175,1.593080718,0,1982.506665,-0.608859695,0.074484728,0.51391475,7.427729136,2.831933848,1.302394045,0.023609823,0.0735952,0.551128293,0.306582308,7.60615015,0,30.8851724,0,0,20.34485819,1.560556191,0.342261629,0.438512894,1061.4623,-1.635947185,-1.115681343,490.9544819,0.314983044,0.243735042,2234.772003,2.233685453,0.438512894,2.779407599,2.082091977,15341.86315,39618.8928,54.53309075,52.23468481,0,0,1990.954258,1341.6,519.5158711,4615.104,1.123125,1.123125,1787.134597,692.0429239,30.068722,-0.304429848,-0.304429848,-0.304429848,180.2130174,13277.2992,-0.608859695,3.44,5940.922331,8.772,1.681207048,1.681207048,5141.448762,15.39591032,15.39591032,1562.0352,3.2895,3.2895,3.308624658,3.308624658,20.28691135,20.28691135,16.31476538,16.31476538,54.53309075,-0.304429848,43.9938479,1.620560874,-0.304429848,-0.304429848,-0.304429848,-0.304429848,0,0.39709911,0,0,0,1.258165842,0,0,0.190864421,11.98,4.715,0,6.280813672,16.2196,0.217582815,41.2112,0,1.929640908,0.303943145,0.965192684,11.50762338,0,0.276287234,1.60125,1.60125,0.334716068,817.9702716,4.93425,53.68729628,53.13340795,1.60125,0.861432692,1.82265819,19.69487387,141.5336428,202.0923844,521.8842349,0.314983044,52.23468481,39.57960218,0.330389303,0.330389303,0.287135184,0.287135184,12.82595968,inactive,-1
0860 Flumezapine,0.408730752,2.079618776,1.485856945,0,400.8354068,-0.609466999,0.138157575,0.249767246,5.611496063,2.399332857,1.788943068,0.057381408,0.208452216,0.302107196,0.160686835,8.001500463,0.075641833,23.18328537,0.004367988,2.166045989,32.20453014,1.471961073,0.408730752,0.400952578,1133.926281,-0.987928344,0.69502007,133.0670169,0.196462641,-0.29915477,3515.320335,2.416085724,0.400952578,0,1.416045989,22426.24799,57913.6384,16.43344587,35.2694896,0.015595844,0.812293878,2702.516341,1658.08,642.068333,5703.7952,0.74875,0.74875,2208.715065,855.2940751,19.42510819,-0.3047335,-0.3047335,-0.3047335,92.38769669,18022.5728,-0.609466999,10.32,8684.25146,26.316,2.325852302,2.325852302,6978.989719,9.444997178,9.444997178,1834.208,2.193,2.193,4.653456636,4.653456636,11.23364538,11.23364538,3.424895581,3.424895581,16.43344587,-0.3047335,26.01906571,1.122985507,-0.3047335,-0.3047335,-0.3047335,-0.3047335,1384.006601,0.244589753,0.103083105,0.316024503,0.058749517,1.540392146,3695.387631,0.479198444,0.09676623,6.88,7.265,0.416581491,9.677648214,24.9916,0.403569411,21.93,0.121099271,0.868671499,0.205058875,0.616939768,6.867291884,0.353033283,0.138095968,1.0675,1.0675,0.170676922,1674.357331,3.2895,73.96449397,90.97368734,1.0675,0.480372596,1.43667196,20.94284182,66.35593658,231.2834335,597.2673245,0.196462641,35.2694896,19.32568835,0.230132417,0.230132417,0.205885698,0.205885698,7.697544289,inactive,-1
0861 LM 08050,0.473501293,1.55210493,1.522597618,0,1273.008295,-0.190907262,0.116290408,0.625,3.591387948,1.337420203,1.614914815,0.033128539,0.184532036,0.088538302,0.082761705,2.098627427,0.067675118,15.85970247,0.005857469,2,22.53731692,0.891072727,0.473501293,0.091894054,571.3822203,-0.762851756,8.292527891,39.19768281,0.16752975,0.511191857,3636.478781,2.490024874,0.091894054,1.917342469,1.249965972,22256.69932,57475.7952,13.90186736,25.63433679,0.019197826,0.824747569,2695.418465,1658.08,642.068333,5703.7952,0.4275,0.4275,2208.715065,855.2940751,17.65029445,-0.095453631,-0.095453631,-0.095453631,68.57753041,17975.2384,-0.190907262,6.88,8618.596106,17.544,2.721042253,2.721042253,6960.660134,6.796238397,6.796238397,1834.208,1.27925,1.27925,5.021757757,5.021757757,9.626029552,9.626029552,2.822134733,2.822134733,13.90186736,-0.095453631,18.70794933,0.501644528,-0.095453631,-0.095453631,-0.095453631,-0.095453631,1432.757416,0.24017298,0.116715093,0.333725845,0.056900701,0.260436809,3584.114357,0.205740055,0.076933398,3.44,7.265,0.416581491,9.677648214,24.9916,0.105636209,8.772,0.121099271,0.504178446,0.092448351,0.284701191,4.29663739,0.114368063,0.180241535,0.8525,0.8525,0.213658861,823.5651742,2.74125,37.7991551,48.60339055,0.8525,0.230384615,0.549427503,12.03907331,55.57681272,231.3422176,597.4191289,0.16752975,25.63433679,15.17888371,0.193630966,0.193630966,0.169356013,0.169356013,5.62051754,inactive,-1
0862 Flutizenal,0.336078157,2.277970633,1.605598594,0,0,-0.482790776,0.088850797,0,5.320214747,2.57788722,1.591389716,0.034277266,0.125654717,0.214020296,0.274690174,2.322076186,0.056420927,22.28775666,0.004945995,1.166181933,27.45374014,0.849996652,0.354939257,0.292268257,662.5457785,-0.240077645,-1.043895207,183.9870163,0.199551815,-0.234930071,3307.712832,1.491403991,0.292268257,0,1.666181933,22293.35849,57570.464,17.4861508,34.4042505,0.017422325,0.486902679,2697.192934,1658.08,642.068333,5703.7952,1.869375,1.869375,2208.715065,855.2940751,20.23429656,-0.410351092,-0.410351092,-0.484841787,85.89621746,17987.072,-0.482790776,6.88,8632.791858,17.544,1.314193151,1.314193151,6965.24253,9.525256502,9.525256502,1834.208,5.5898,5.5898,3.026333925,3.026333925,10.11900405,10.11900405,4.484959192,4.484959192,17.4861508,-0.484841787,26.37911482,1.414345211,-0.410351092,-0.410351092,-0.410351092,-0.410351092,1501.09733,0.248472463,0.112401352,0.29972998,0.064120107,0,1249.910565,0.645834726,0.156879746,6.865,7.265,0.775510986,9.677648214,24.9916,0.313948,20.8696,0.255102298,0.880482907,0.197676689,0.533663755,10.50962472,0.719129591,0.12738667,2.429166667,2.429166667,0.159626459,1297.218302,7.291566667,0,66.31262804,2.429166667,0.610985577,1.383659041,0,66.62208518,231.3411825,597.4164557,0.199551815,34.4042505,20.3819174,0.233564806,0.233564806,0.223613076,0.223613076,7.638198738,inactive,-1
